order_item_id,order_id,product_id,quantity,unit_price,discount,line_amount
182,73,276,5,1126.73,112.67,5070.3
183,74,188,4,720.74,0.0,2882.96
184,74,273,1,654.55,0.0,654.55
185,75,190,1,1413.66,0.0,1413.66
186,75,261,4,307.23,0.0,1228.92
187,75,144,4,1363.34,204.5,4635.36
188,76,151,5,1627.39,244.11,6916.4
189,76,240,4,663.73,0.0,2654.92
190,76,145,4,1483.16,148.32,5339.36
191,77,200,5,913.1,0.0,4565.5
192,78,172,3,1640.51,0.0,4921.53
193,79,79,5,713.91,107.09,3034.1
194,79,6,1,1133.07,0.0,1133.07
195,79,188,5,720.74,108.11,3063.15
196,79,270,1,215.05,32.26,182.79
197,80,97,5,1721.56,86.08,8177.4
198,81,8,4,109.74,0.0,438.96
199,81,7,1,1990.26,298.54,1691.72
200,82,148,5,1141.43,0.0,5707.15
201,82,253,2,929.24,139.39,1579.7
202,83,86,5,689.78,0.0,3448.9
203,83,140,1,66.65,0.0,66.65
204,83,298,1,256.45,12.82,243.63
205,83,70,1,954.21,0.0,954.21
206,84,93,2,543.89,27.19,1033.4
207,85,211,2,1560.8,0.0,3121.6
208,86,224,4,1154.47,0.0,4617.88
209,87,217,1,1160.67,0.0,1160.67
210,87,59,3,244.47,36.67,623.4
211,87,286,5,846.17,84.62,3807.75
212,87,89,1,169.24,0.0,169.24
213,88,188,3,720.74,0.0,2162.22
214,88,142,1,626.26,31.31,594.95
215,89,68,2,1285.75,0.0,2571.5
216,89,112,4,1617.23,80.86,6145.48
217,90,278,3,1777.94,177.79,4800.45
218,90,136,1,1415.83,70.79,1345.04
219,90,171,5,1836.49,183.65,8264.2
220,91,105,2,1388.47,138.85,2499.24
221,91,256,4,1459.75,0.0,5839.0
222,91,198,2,1929.13,0.0,3858.26
223,91,122,5,1406.13,0.0,7030.65
224,92,219,3,1619.46,80.97,4615.47
225,93,34,3,1777.52,0.0,5332.56
226,94,11,1,936.38,46.82,889.56
227,94,66,4,673.04,0.0,2692.16
228,94,35,3,412.56,61.88,1052.04
229,94,148,5,1141.43,0.0,5707.15
230,95,278,5,1777.94,0.0,8889.7
231,95,227,3,1406.13,70.31,4007.46
232,96,269,3,631.77,0.0,1895.31
233,96,3,2,868.4,0.0,1736.8
234,96,228,1,869.7,0.0,869.7
235,96,238,3,868.59,43.43,2475.48
236,97,160,3,220.7,33.1,562.8
237,98,101,2,1785.36,0.0,3570.72
238,99,72,2,1966.01,0.0,3932.02
239,99,58,5,1276.44,0.0,6382.2
240,100,46,2,1384.97,0.0,2769.94
241,100,184,1,1537.97,76.9,1461.07
242,100,200,1,913.1,91.31,821.79
243,100,213,5,173.35,8.67,823.4
244,101,168,4,490.71,0.0,1962.84
245,102,161,3,1583.73,79.19,4513.62
246,102,244,1,958.61,95.86,862.75
247,103,8,3,109.74,0.0,329.22
248,104,205,3,1986.16,0.0,5958.48
249,104,133,4,1880.83,0.0,7523.32
250,104,66,1,673.04,0.0,673.04
251,105,37,1,135.51,0.0,135.51
252,106,33,3,276.53,0.0,829.59
253,107,153,5,1733.96,260.09,7369.35
254,108,134,1,841.43,0.0,841.43
255,108,48,5,1749.15,0.0,8745.75
256,109,295,5,151.63,0.0,758.15
257,109,82,4,1116.13,167.42,3794.84
258,110,186,3,1263.75,189.56,3222.57
259,110,249,4,632.15,31.61,2402.16
260,111,94,3,798.85,0.0,2396.55
261,112,118,2,871.85,0.0,1743.7
262,112,17,3,1362.3,204.34,3473.88
263,113,199,4,1091.56,0.0,4366.24
264,113,153,2,1733.96,173.4,3121.12
265,113,68,2,1285.75,0.0,2571.5
266,113,84,2,1341.31,0.0,2682.62
267,114,110,5,1542.9,0.0,7714.5
268,114,111,3,1959.22,0.0,5877.66
269,114,229,4,1805.21,0.0,7220.84
270,114,239,3,551.02,82.65,1405.11
271,115,3,3,868.4,43.42,2474.94
272,115,162,4,404.36,60.65,1374.84
273,115,50,1,1197.16,179.57,1017.59
274,115,298,1,256.45,0.0,256.45
275,116,75,3,138.93,20.84,354.27
276,116,188,5,720.74,36.04,3423.5
277,117,289,4,1802.36,0.0,7209.44
278,117,38,2,58.98,8.85,100.26
279,118,110,3,1542.9,231.44,3934.38
280,118,257,1,535.9,80.38,455.52
281,118,58,4,1276.44,127.64,4595.2
282,119,217,3,1160.67,174.1,2959.71
283,119,204,5,1481.79,148.18,6668.05
284,119,273,3,654.55,0.0,1963.65
285,119,71,2,1831.24,0.0,3662.48
286,120,54,1,1641.79,0.0,1641.79
287,120,157,1,890.27,44.51,845.76
288,120,138,5,1329.25,66.46,6313.95
289,120,237,3,630.6,0.0,1891.8
290,121,220,2,544.56,0.0,1089.12
291,121,164,2,404.11,0.0,808.22
292,121,65,2,70.62,7.06,127.12
293,121,144,5,1363.34,0.0,6816.7
294,122,228,2,869.7,43.49,1652.42
295,122,96,2,1520.76,0.0,3041.52
296,122,70,1,954.21,143.13,811.08
297,123,260,5,1279.08,191.86,5436.1
298,123,244,4,958.61,143.79,3259.28
299,123,282,1,812.14,81.21,730.93
300,123,135,3,947.98,0.0,2843.94
301,124,159,3,697.48,0.0,2092.44
302,124,239,2,551.02,0.0,1102.04
303,124,189,4,1823.61,0.0,7294.44
304,125,239,3,551.02,55.1,1487.76
305,125,228,1,869.7,86.97,782.73
306,126,270,1,215.05,21.51,193.54
307,127,191,5,610.29,0.0,3051.45
308,128,131,3,533.49,80.02,1360.41
309,129,63,1,1412.33,211.85,1200.48
310,129,46,3,1384.97,138.5,3739.41
311,129,133,2,1880.83,0.0,3761.66
312,130,116,3,165.36,8.27,471.27
313,130,288,1,326.89,16.34,310.55
314,130,95,2,1797.95,179.8,3236.3
315,130,244,3,958.61,47.93,2732.04
316,131,175,3,1398.43,0.0,4195.29
317,132,95,2,1797.95,0.0,3595.9
318,132,296,1,1338.08,0.0,1338.08
319,133,188,4,720.74,36.04,2738.8
320,133,69,1,1913.93,0.0,1913.93
321,133,241,4,1151.84,57.59,4377.0
322,134,299,3,147.59,22.14,376.35
323,134,46,1,1384.97,0.0,1384.97
324,135,94,5,798.85,79.89,3594.8
325,135,116,4,165.36,24.8,562.24
326,135,131,3,533.49,26.67,1520.46
327,136,220,1,544.56,27.23,517.33
328,136,175,3,1398.43,209.76,3566.01
329,136,238,2,868.59,130.29,1476.6
330,137,94,1,798.85,0.0,798.85
331,137,20,2,1195.89,0.0,2391.78
332,138,256,4,1459.75,72.99,5547.04
333,138,128,4,1381.14,0.0,5524.56
334,139,267,1,1929.49,96.47,1833.02
335,139,144,5,1363.34,204.5,5794.2
336,139,297,1,1302.28,0.0,1302.28
337,140,182,1,413.3,0.0,413.3
338,141,217,5,1160.67,174.1,4932.85
339,141,115,1,298.55,0.0,298.55
340,141,126,5,946.22,141.93,4021.45
341,141,25,2,1282.63,0.0,2565.26
342,142,280,5,455.29,0.0,2276.45
343,142,52,3,1610.39,241.56,4106.49
344,143,179,5,1636.66,0.0,8183.3
345,143,197,2,483.41,0.0,966.82
346,144,14,4,704.45,105.67,2395.12
347,144,266,2,1428.61,0.0,2857.22
348,144,119,3,1362.6,68.13,3883.41
349,145,289,2,1802.36,0.0,3604.72
350,145,211,1,1560.8,234.12,1326.68
351,145,238,1,868.59,130.29,738.3
352,146,199,2,1091.56,0.0,2183.12
353,146,161,4,1583.73,79.19,6018.16
354,146,208,1,1383.16,207.47,1175.69
355,146,135,4,947.98,0.0,3791.92
356,147,119,1,1362.6,0.0,1362.6
357,147,133,5,1880.83,282.12,7993.55
358,147,132,5,1259.17,62.96,5981.05
359,147,278,4,1777.94,0.0,7111.76
360,148,186,3,1263.75,126.38,3412.11
361,148,78,4,750.39,75.04,2701.4
362,148,191,1,610.29,0.0,610.29
363,149,218,3,1970.29,0.0,5910.87
364,150,30,4,1393.25,208.99,4737.04
365,151,159,3,697.48,34.87,1987.83
366,152,18,2,1236.68,0.0,2473.36
367,152,77,5,1981.45,0.0,9907.25
368,152,99,5,1358.52,0.0,6792.6
369,153,199,4,1091.56,109.16,3929.6
370,153,26,5,586.46,0.0,2932.3
371,153,126,1,946.22,94.62,851.6
372,153,289,4,1802.36,0.0,7209.44
373,154,136,2,1415.83,0.0,2831.66
374,154,243,5,1407.09,211.06,5980.15
375,154,214,4,670.92,33.55,2549.48
376,154,251,2,286.56,0.0,573.12
377,155,184,5,1537.97,0.0,7689.85
378,156,233,3,1692.22,0.0,5076.66
379,156,21,2,569.48,28.47,1082.02
380,156,261,1,307.23,15.36,291.87
381,157,94,3,798.85,79.89,2156.88
382,157,135,2,947.98,142.2,1611.56
383,158,159,2,697.48,0.0,1394.96
384,158,97,5,1721.56,172.16,7747.0
385,158,278,2,1777.94,88.9,3378.08
386,159,140,2,66.65,3.33,126.64
387,160,116,5,165.36,16.54,744.1
388,160,228,1,869.7,130.46,739.24
389,161,136,1,1415.83,0.0,1415.83
390,161,174,2,144.79,7.24,275.1
391,162,2,4,965.4,0.0,3861.6
392,162,128,1,1381.14,69.06,1312.08
393,163,264,1,1799.62,0.0,1799.62
394,163,128,5,1381.14,0.0,6905.7
395,163,14,4,704.45,0.0,2817.8
396,164,233,5,1692.22,0.0,8461.1
397,165,42,4,306.43,30.64,1103.16
398,165,114,3,52.38,2.62,149.28
399,165,19,3,395.2,59.28,1007.76
400,166,139,5,1229.09,184.36,5223.65
401,167,202,1,1521.04,0.0,1521.04
402,167,3,1,868.4,0.0,868.4
403,167,15,4,940.99,0.0,3763.96
404,167,85,1,90.0,13.5,76.5
405,168,271,3,1775.79,0.0,5327.37
406,168,272,1,1868.94,280.34,1588.6
407,169,282,3,812.14,121.82,2070.96
408,169,234,3,1986.72,99.34,5662.14
409,169,90,2,1589.09,0.0,3178.18
410,170,170,4,327.07,0.0,1308.28
411,170,48,3,1749.15,0.0,5247.45
412,171,51,4,1865.35,279.8,6342.2
413,172,134,5,841.43,126.21,3576.1
414,172,293,2,297.76,0.0,595.52
415,172,10,5,511.66,0.0,2558.3
416,173,29,1,163.9,24.58,139.32
417,173,19,3,395.2,0.0,1185.6
418,174,204,2,1481.79,148.18,2667.22
419,174,131,4,533.49,0.0,2133.96
420,174,238,3,868.59,0.0,2605.77
421,174,211,3,1560.8,0.0,4682.4
422,175,215,1,218.63,32.79,185.84
423,175,290,2,159.3,0.0,318.6
424,175,82,5,1116.13,111.61,5022.6
425,176,148,1,1141.43,0.0,1141.43
426,176,298,5,256.45,38.47,1089.9
427,177,73,5,1557.08,0.0,7785.4
428,177,168,4,490.71,24.54,1864.68
429,177,269,4,631.77,0.0,2527.08
430,177,253,2,929.24,0.0,1858.48
431,178,176,3,1814.63,90.73,5171.7
432,178,183,3,879.57,43.98,2506.77
433,179,300,5,1587.81,0.0,7939.05
434,179,8,1,109.74,0.0,109.74
435,179,233,5,1692.22,0.0,8461.1
436,180,244,3,958.61,0.0,2875.83
437,180,274,5,86.5,8.65,389.25
438,180,72,5,1966.01,0.0,9830.05
439,181,259,4,687.31,0.0,2749.24
440,181,204,4,1481.79,222.27,5038.08
441,182,217,3,1160.67,0.0,3482.01
442,183,260,3,1279.08,127.91,3453.51
443,184,144,1,1363.34,136.33,1227.01
444,185,186,4,1263.75,126.38,4549.48
445,185,226,4,903.81,0.0,3615.24
446,185,112,5,1617.23,0.0,8086.15
447,186,273,4,654.55,0.0,2618.2
448,187,52,2,1610.39,0.0,3220.78
449,187,110,3,1542.9,77.15,4397.25
450,187,271,4,1775.79,0.0,7103.16
451,187,173,2,1783.9,178.39,3211.02
452,188,178,2,593.38,0.0,1186.76
453,188,237,3,630.6,94.59,1608.03
454,188,203,3,1981.26,297.19,5052.21
455,188,81,5,825.68,0.0,4128.4
456,189,221,5,1264.36,0.0,6321.8
457,189,146,2,1864.1,0.0,3728.2
458,189,47,5,903.81,0.0,4519.05
459,190,133,4,1880.83,0.0,7523.32
460,190,88,3,408.11,0.0,1224.33
461,190,203,2,1981.26,297.19,3368.14
462,190,273,5,654.55,65.46,2945.45
463,191,142,2,626.26,0.0,1252.52
464,192,293,3,297.76,0.0,893.28
465,193,62,3,841.94,126.29,2146.95
466,193,169,5,1091.61,0.0,5458.05
467,193,212,2,497.02,49.7,894.64
468,194,37,3,135.51,0.0,406.53
469,194,4,1,1464.95,146.5,1318.45
470,194,185,4,1987.24,298.09,6756.6
471,195,251,5,286.56,28.66,1289.5
472,195,142,1,626.26,0.0,626.26
473,195,184,4,1537.97,0.0,6151.88
474,195,293,2,297.76,0.0,595.52
475,196,202,3,1521.04,152.1,4106.82
476,196,73,2,1557.08,77.85,2958.46
477,196,80,2,844.74,0.0,1689.48
478,197,45,2,119.27,0.0,238.54
479,197,166,3,1642.33,0.0,4926.99
480,197,169,5,1091.61,0.0,5458.05
481,197,38,4,58.98,2.95,224.12
482,198,254,4,83.49,8.35,300.56
483,199,260,2,1279.08,0.0,2558.16
484,199,20,2,1195.89,0.0,2391.78
485,199,31,2,191.35,9.57,363.56
486,199,10,4,511.66,0.0,2046.64
487,200,261,2,307.23,0.0,614.46
488,200,213,4,173.35,0.0,693.4
489,200,158,5,606.82,91.02,2579.0
490,200,291,4,1134.45,0.0,4537.8
491,201,213,1,173.35,0.0,173.35
492,201,25,3,1282.63,128.26,3463.11
493,201,3,1,868.4,0.0,868.4
494,202,216,4,1544.53,154.45,5560.32
495,202,14,1,704.45,35.22,669.23
496,202,21,4,569.48,56.95,2050.12
497,203,184,5,1537.97,0.0,7689.85
498,203,228,1,869.7,0.0,869.7
499,203,258,2,169.35,0.0,338.7
500,203,83,5,1992.43,0.0,9962.15
501,204,276,5,1126.73,0.0,5633.65
502,204,165,5,1318.8,0.0,6594.0
503,204,102,5,227.13,0.0,1135.65
504,204,278,1,1777.94,0.0,1777.94
505,205,223,5,836.89,83.69,3766.0
506,206,276,4,1126.73,56.34,4281.56
507,206,274,2,86.5,4.32,164.36
508,206,116,4,165.36,0.0,661.44
509,207,163,1,316.58,15.83,300.75
510,207,109,2,1513.3,0.0,3026.6
511,208,38,1,58.98,2.95,56.03
512,208,35,4,412.56,0.0,1650.24
513,209,122,5,1406.13,0.0,7030.65
514,210,35,2,412.56,0.0,825.12
515,211,129,3,632.15,31.61,1801.62
516,211,271,1,1775.79,0.0,1775.79
517,212,258,3,169.35,0.0,508.05
518,212,79,2,713.91,107.09,1213.64
519,213,117,5,1475.73,73.79,7009.7
520,213,212,5,497.02,0.0,2485.1
521,214,172,3,1640.51,0.0,4921.53
522,215,103,5,418.64,62.8,1779.2
523,215,246,5,507.8,25.39,2412.05
524,215,159,5,697.48,69.75,3138.65
525,216,3,4,868.4,86.84,3126.24
526,216,164,5,404.11,0.0,2020.55
527,217,223,5,836.89,0.0,4184.45
528,218,148,4,1141.43,171.21,3880.88
529,219,287,1,1577.46,78.87,1498.59
530,219,37,4,135.51,13.55,487.84
531,219,3,2,868.4,130.26,1476.28
532,220,76,4,190.42,0.0,761.68
533,220,298,4,256.45,0.0,1025.8
534,221,250,4,649.41,0.0,2597.64
535,221,149,1,1949.51,0.0,1949.51
536,221,120,2,1286.39,0.0,2572.78
537,221,209,1,996.86,49.84,947.02
538,222,275,4,1495.83,0.0,5983.32
539,222,147,3,1333.13,0.0,3999.39
540,222,132,3,1259.17,0.0,3777.51
541,222,189,1,1823.61,0.0,1823.61
542,223,247,1,1260.49,126.05,1134.44
543,223,64,2,1350.38,67.52,2565.72
544,223,246,4,507.8,76.17,1726.52
545,223,14,4,704.45,35.22,2676.92
546,224,217,5,1160.67,0.0,5803.35
547,225,49,3,1959.08,293.86,4995.66
548,226,6,2,1133.07,113.31,2039.52
549,226,212,1,497.02,0.0,497.02
550,226,274,2,86.5,0.0,173.0
551,226,262,2,638.45,31.92,1213.06
552,227,102,5,227.13,0.0,1135.65
553,227,173,5,1783.9,0.0,8919.5
554,227,105,3,1388.47,69.42,3957.15
555,228,232,2,504.69,50.47,908.44
556,228,288,4,326.89,16.34,1242.2
557,228,254,3,83.49,0.0,250.47
558,228,67,5,1934.89,0.0,9674.45
559,229,96,2,1520.76,152.08,2737.36
560,229,185,3,1987.24,198.72,5365.56
561,229,139,4,1229.09,0.0,4916.36
562,230,15,5,940.99,0.0,4704.95
563,231,58,5,1276.44,191.47,5424.85
564,231,65,3,70.62,0.0,211.86
565,231,268,3,1238.49,0.0,3715.47
566,231,1,4,681.67,0.0,2726.68
567,232,185,4,1987.24,298.09,6756.6
568,232,116,1,165.36,16.54,148.82
569,233,159,3,697.48,0.0,2092.44
570,233,162,2,404.36,40.44,727.84
571,233,84,3,1341.31,201.2,3420.33
572,234,128,3,1381.14,0.0,4143.42
573,234,275,5,1495.83,0.0,7479.15
574,234,144,3,1363.34,0.0,4090.02
575,234,254,2,83.49,0.0,166.98
576,235,249,1,632.15,0.0,632.15
577,236,91,2,1487.6,223.14,2528.92
578,236,287,2,1577.46,0.0,3154.92
579,236,278,3,1777.94,0.0,5333.82
580,236,55,2,925.52,138.83,1573.38
581,237,121,5,1712.13,0.0,8560.65
582,237,214,4,670.92,67.09,2415.32
583,237,54,1,1641.79,0.0,1641.79
584,237,39,5,1169.3,0.0,5846.5
585,238,282,3,812.14,121.82,2070.96
586,239,260,3,1279.08,0.0,3837.24
587,240,17,3,1362.3,136.23,3678.21
588,240,149,2,1949.51,194.95,3509.12
589,240,179,4,1636.66,0.0,6546.64
590,240,258,4,169.35,0.0,677.4
591,241,110,4,1542.9,0.0,6171.6
592,241,23,5,296.52,0.0,1482.6
593,241,150,5,1086.68,163.0,4618.4
594,242,153,5,1733.96,86.7,8236.3
595,243,69,4,1913.93,287.09,6507.36
596,243,249,5,632.15,31.61,3002.7
597,243,35,1,412.56,0.0,412.56
598,243,240,5,663.73,0.0,3318.65
599,244,209,2,996.86,149.53,1694.66
600,244,179,4,1636.66,81.83,6219.32
601,244,147,4,1333.13,133.31,4799.28
602,244,67,2,1934.89,96.74,3676.3
603,245,58,2,1276.44,0.0,2552.88
604,245,130,2,1510.69,0.0,3021.38
605,245,219,1,1619.46,0.0,1619.46
606,245,261,2,307.23,0.0,614.46
607,246,138,2,1329.25,199.39,2259.72
608,246,278,3,1777.94,0.0,5333.82
609,247,165,5,1318.8,131.88,5934.6
610,248,133,3,1880.83,0.0,5642.49
611,248,143,5,1843.29,0.0,9216.45
612,248,297,3,1302.28,130.23,3516.15
613,249,210,1,1323.74,0.0,1323.74
614,249,185,3,1987.24,0.0,5961.72
615,249,261,2,307.23,0.0,614.46
616,249,162,1,404.36,0.0,404.36
617,250,59,4,244.47,0.0,977.88
618,250,281,4,368.57,36.86,1326.84
619,250,88,1,408.11,20.41,387.7
620,250,211,3,1560.8,234.12,3980.04
621,251,30,4,1393.25,0.0,5573.0
622,252,236,3,647.03,64.7,1746.99
623,252,148,3,1141.43,171.21,2910.66
624,252,234,1,1986.72,0.0,1986.72
625,253,80,2,844.74,42.24,1605.0
626,253,178,1,593.38,0.0,593.38
627,254,101,2,1785.36,0.0,3570.72
628,254,162,4,404.36,0.0,1617.44
629,255,26,4,586.46,0.0,2345.84
630,255,195,2,1623.51,243.53,2759.96
631,256,131,1,533.49,0.0,533.49
632,256,193,2,965.61,0.0,1931.22
633,256,90,5,1589.09,0.0,7945.45
634,257,200,4,913.1,45.66,3469.76
635,258,295,3,151.63,15.16,409.41
636,258,191,4,610.29,61.03,2197.04
637,258,228,1,869.7,130.46,739.24
638,258,209,1,996.86,149.53,847.33
639,259,181,1,993.5,0.0,993.5
640,259,64,4,1350.38,0.0,5401.52
641,260,182,2,413.3,41.33,743.94
642,260,147,2,1333.13,0.0,2666.26
643,261,299,3,147.59,0.0,442.77
644,261,142,2,626.26,0.0,1252.52
645,261,188,1,720.74,108.11,612.63
646,262,189,2,1823.61,182.36,3282.5
647,262,250,4,649.41,0.0,2597.64
648,262,108,3,1422.76,0.0,4268.28
649,263,285,4,448.6,22.43,1704.68
650,264,65,1,70.62,0.0,70.62
651,265,291,4,1134.45,56.72,4310.92
652,266,111,5,1959.22,195.92,8816.5
653,266,79,3,713.91,0.0,2141.73
654,266,11,5,936.38,93.64,4213.7
