order_id,customer_id,store_id,order_datetime,status,sales_channel,payment_method
66,1140,9,2025-08-09 17:12:55,delivered,online,card
67,1108,9,2024-08-30 19:38:47,shipped,store,upi
68,218,9,2024-12-21 13:55:15,created,store,card
69,759,1,2024-02-18 00:13:02,delivered,store,upi
70,826,2,2025-08-29 19:22:41,paid,store,netbanking
71,794,5,2024-04-09 17:16:49,shipped,store,netbanking
72,603,7,2025-04-04 18:03:32,delivered,store,netbanking
73,243,9,2025-04-28 05:26:56,shipped,online,card
74,418,7,2025-01-16 22:07:03,paid,store,card
75,517,3,2024-02-14 12:30:17,delivered,store,upi
76,821,6,2024-06-17 09:02:24,paid,store,card
77,705,10,2025-03-22 15:08:20,delivered,store,card
78,371,2,2024-01-09 10:15:13,delivered,online,card
79,61,5,2025-05-25 09:30:57,paid,online,upi
80,667,6,2024-08-16 19:27:20,paid,store,cod
81,1095,4,2024-11-16 00:31:53,paid,online,card
82,713,4,2024-04-14 05:44:53,delivered,online,card
83,511,7,2024-05-10 21:11:05,delivered,online,upi
84,968,4,2024-05-26 20:29:31,paid,store,upi
85,1118,12,2024-09-09 19:22:35,paid,online,upi
86,351,3,2025-08-21 21:19:10,delivered,online,upi
87,641,2,2025-02-19 03:32:20,shipped,online,card
88,113,6,2024-02-23 16:54:40,created,online,card
89,918,8,2024-11-10 08:30:14,delivered,online,card
90,290,5,2025-03-24 16:46:47,delivered,online,cod
91,945,2,2024-12-30 18:19:44,delivered,online,card
92,593,10,2024-07-27 01:21:14,shipped,online,card
93,256,9,2024-08-10 13:05:55,delivered,online,card
94,1068,10,2024-07-05 13:59:02,shipped,online,cod
95,1141,2,2024-12-27 05:30:34,shipped,online,cod
96,891,3,2024-11-19 21:04:20,paid,online,card
97,670,11,2024-08-05 10:46:14,shipped,store,upi
98,208,9,2025-08-01 03:22:27,delivered,online,card
99,782,8,2024-03-30 23:30:28,delivered,store,upi
100,815,10,2024-03-07 09:14:13,delivered,online,upi
101,527,7,2025-03-16 08:57:21,paid,online,upi
102,60,12,2024-02-07 03:03:34,shipped,online,card
103,35,9,2024-08-27 21:45:21,paid,store,upi
104,839,11,2025-06-18 09:57:18,paid,online,card
105,1054,9,2024-10-31 19:48:57,delivered,online,card
106,760,8,2024-06-23 17:58:56,paid,store,card
107,1170,6,2025-06-16 04:33:47,paid,online,card
108,147,8,2025-08-20 14:46:34,shipped,store,cod
109,152,3,2024-11-02 16:34:12,shipped,store,card
110,168,8,2024-01-15 10:48:37,shipped,store,card
111,674,2,2024-09-29 06:27:31,delivered,online,netbanking
112,1072,2,2024-03-25 05:46:13,shipped,online,upi
113,890,9,2024-04-26 02:36:15,shipped,store,cod
114,164,5,2024-12-10 18:00:56,delivered,store,upi
115,1174,11,2024-06-19 03:28:29,shipped,online,card
116,871,7,2025-08-22 06:14:52,delivered,online,cod
117,642,12,2025-05-31 17:48:01,delivered,online,upi
118,653,4,2024-05-09 21:25:01,delivered,online,upi
119,1198,2,2024-01-11 07:54:34,paid,online,card
120,276,11,2024-11-18 11:07:15,delivered,online,card
121,1088,6,2025-07-01 03:54:32,delivered,online,card
122,278,5,2024-08-05 22:29:13,paid,store,netbanking
123,1088,8,2024-07-29 12:48:25,paid,online,card
124,715,9,2025-02-14 18:15:13,paid,store,card
125,15,11,2024-12-07 17:20:55,cancelled,store,card
126,752,11,2024-10-25 14:42:15,paid,online,card
127,770,4,2025-08-21 15:36:11,paid,store,card
128,778,5,2024-09-09 12:43:39,created,online,upi
129,492,8,2025-05-12 05:29:01,delivered,online,card
130,775,7,2024-01-05 10:58:15,paid,online,card
131,523,5,2024-03-11 22:43:26,paid,store,upi
132,946,6,2024-07-28 10:34:55,delivered,store,card
133,544,1,2025-01-17 03:02:12,delivered,online,card
134,439,1,2024-09-27 04:31:26,paid,online,cod
135,210,5,2024-09-22 21:17:29,paid,store,card
136,650,4,2024-01-23 18:26:36,delivered,online,card
137,8,10,2024-06-26 05:32:34,delivered,online,upi
138,931,5,2024-11-23 11:07:54,delivered,store,upi
139,1102,12,2025-04-09 04:54:31,paid,online,card
140,871,9,2025-07-27 03:50:06,delivered,store,cod
141,72,4,2024-11-08 06:37:32,delivered,store,upi
142,421,9,2025-04-26 14:41:47,paid,online,upi
143,440,7,2024-10-17 15:28:00,delivered,online,upi
144,26,10,2024-04-25 11:12:32,delivered,store,netbanking
145,382,9,2024-05-10 12:08:22,paid,online,card
146,537,2,2024-06-23 07:57:05,shipped,store,card
147,946,3,2024-01-08 08:48:17,paid,online,upi
148,558,2,2025-08-01 06:10:17,paid,store,cod
149,155,1,2025-05-09 22:39:19,paid,online,card
150,568,9,2025-04-21 00:37:46,delivered,online,upi
151,524,10,2025-02-20 06:11:11,paid,store,cod
152,296,3,2024-10-23 00:16:53,delivered,online,card
153,859,2,2024-04-20 17:53:39,paid,online,card
154,884,2,2025-01-25 06:03:30,created,online,card
155,348,1,2024-06-04 01:02:38,paid,store,card
156,849,12,2024-05-18 02:36:23,paid,store,upi
157,21,6,2025-04-21 15:38:20,created,online,card
158,684,10,2024-01-13 00:51:29,paid,online,card
159,71,11,2025-04-07 05:10:05,paid,online,card
160,85,12,2025-06-05 15:56:04,delivered,online,card
161,52,5,2024-11-19 22:49:17,delivered,store,netbanking
162,228,10,2024-06-20 17:51:04,shipped,online,card
163,502,7,2024-02-25 04:52:14,delivered,online,upi
164,270,3,2025-01-04 04:05:41,paid,online,card
165,553,2,2024-05-25 23:58:59,delivered,online,card
166,914,8,2024-07-03 12:39:01,paid,online,upi
167,724,6,2024-04-06 07:59:08,shipped,online,card
168,615,12,2025-07-24 00:43:08,paid,online,upi
169,1197,9,2024-12-25 03:24:02,paid,online,upi
170,655,9,2025-08-18 02:10:51,paid,store,netbanking
171,585,12,2025-07-02 13:16:30,shipped,store,netbanking
172,1053,11,2025-03-07 04:13:29,paid,online,card
173,1077,5,2024-11-15 14:16:01,shipped,online,cod
174,1142,2,2025-08-01 03:36:02,shipped,online,upi
175,176,7,2024-11-03 01:03:25,shipped,store,upi
176,413,7,2024-05-10 06:50:20,cancelled,online,card
177,896,5,2025-04-04 01:32:10,paid,online,upi
178,653,5,2025-03-18 05:09:45,delivered,online,netbanking
179,409,12,2025-05-18 21:47:09,delivered,online,card
180,427,4,2024-01-03 01:01:01,shipped,online,upi
181,826,8,2024-09-02 18:07:39,created,online,upi
182,1164,2,2024-05-04 08:07:25,delivered,online,netbanking
183,190,7,2025-08-04 23:40:09,delivered,online,card
184,936,12,2025-08-18 21:34:49,shipped,online,upi
185,92,7,2024-01-10 17:50:46,paid,online,cod
186,169,9,2025-03-11 15:16:24,paid,online,netbanking
187,1055,5,2024-08-12 07:27:07,delivered,store,card
188,913,2,2024-04-08 16:56:05,paid,online,upi
189,757,12,2024-09-22 10:32:09,delivered,store,card
190,38,4,2024-09-23 21:00:04,paid,online,card
191,846,7,2024-01-31 14:20:24,delivered,online,card
192,1192,12,2024-10-06 12:27:28,paid,online,card
193,283,5,2024-01-17 04:45:49,shipped,online,upi
194,283,11,2024-08-15 16:28:38,delivered,online,card
195,801,3,2024-02-04 16:22:32,delivered,online,upi
196,279,8,2024-08-20 11:40:12,paid,online,netbanking
197,706,8,2024-01-18 00:18:05,paid,online,upi
198,286,9,2024-12-05 03:35:07,delivered,store,upi
199,671,6,2025-08-01 00:18:42,delivered,online,cod
200,125,8,2024-06-26 07:03:16,paid,online,card
201,1151,4,2025-06-18 04:29:05,created,store,upi
202,360,4,2024-05-10 18:47:59,shipped,online,card
203,61,11,2024-09-27 17:45:23,created,store,card
204,666,4,2024-09-21 09:24:46,created,store,upi
205,296,8,2025-03-05 07:54:40,paid,store,card
206,181,6,2024-08-30 00:23:31,delivered,store,netbanking
207,634,8,2024-06-01 08:15:22,shipped,online,card
208,840,9,2024-06-22 05:20:48,paid,online,cod
209,376,7,2025-04-08 00:32:25,delivered,store,card
210,720,12,2025-02-13 04:54:08,paid,online,netbanking
211,906,7,2025-07-12 14:32:54,delivered,store,card
212,957,2,2024-06-12 18:03:40,paid,online,card
213,223,9,2024-11-06 16:36:30,cancelled,store,card
214,642,5,2024-08-02 09:03:19,delivered,store,upi
215,1122,3,2024-04-23 04:05:21,delivered,online,card
216,730,3,2024-12-31 08:36:50,paid,store,upi
217,567,5,2024-03-31 03:06:42,delivered,online,card
218,1128,2,2025-06-27 04:29:15,created,online,card
219,462,6,2025-08-23 09:32:55,delivered,store,upi
220,1082,9,2024-10-10 18:51:26,shipped,store,card
221,38,6,2024-04-10 03:02:11,paid,store,card
222,402,11,2024-10-12 02:51:46,paid,store,card
223,823,1,2024-11-14 19:47:33,paid,store,card
224,292,2,2025-06-01 12:03:03,paid,online,upi
225,216,10,2025-04-02 17:52:37,shipped,store,card
226,184,5,2024-02-03 00:13:19,delivered,online,card
227,220,12,2025-05-23 23:06:37,delivered,store,upi
228,94,12,2024-04-17 20:48:24,delivered,online,netbanking
229,727,11,2024-02-22 23:32:16,paid,online,cod
230,956,9,2024-12-02 11:58:00,shipped,online,netbanking
231,698,4,2024-12-11 16:10:45,paid,online,card
232,1083,11,2025-03-30 16:47:00,shipped,store,upi
233,116,12,2024-08-20 14:07:26,paid,online,upi
234,228,10,2025-04-26 04:08:57,paid,online,upi
235,787,5,2025-05-07 15:49:07,shipped,online,cod
236,83,8,2025-03-05 17:55:06,delivered,online,upi
237,1121,1,2025-07-16 11:50:22,shipped,store,card
238,348,11,2024-09-20 21:55:18,paid,store,card
239,810,3,2024-06-15 03:25:37,created,store,upi
240,784,9,2024-12-26 14:16:25,delivered,online,cod
241,731,2,2025-03-23 19:44:07,paid,store,netbanking
242,747,12,2024-05-25 02:20:03,delivered,store,cod
243,298,7,2024-03-15 00:30:59,created,online,card
244,1071,5,2024-06-09 09:54:13,delivered,online,upi
245,455,10,2024-05-20 09:34:54,paid,online,card
246,618,2,2025-03-11 19:51:51,paid,online,cod
247,96,3,2024-04-13 11:58:04,paid,store,upi
248,1127,7,2024-10-24 12:45:50,paid,online,netbanking
249,676,4,2024-11-13 17:05:05,created,online,card
250,566,8,2025-03-06 08:49:09,shipped,store,upi
251,870,2,2024-11-23 15:15:35,paid,store,netbanking
252,228,3,2025-07-13 02:57:28,delivered,online,card
253,480,10,2025-01-16 18:31:32,paid,online,card
254,94,11,2025-04-17 05:14:46,paid,online,upi
255,892,12,2025-01-13 08:27:49,shipped,online,card
256,905,2,2024-01-28 14:13:03,delivered,online,card
257,540,11,2025-05-07 17:41:48,paid,online,card
258,201,8,2024-11-21 09:14:33,created,online,card
259,150,5,2025-05-30 10:45:29,delivered,online,card
260,354,6,2024-09-22 12:43:33,paid,online,card
261,1137,9,2024-11-03 01:28:26,paid,online,card
262,773,11,2024-07-30 04:30:04,delivered,store,netbanking
263,427,12,2025-07-15 12:30:26,delivered,online,card
264,1084,7,2025-05-31 15:38:03,paid,online,card
265,540,9,2025-06-19 12:37:43,paid,online,card
266,759,4,2024-09-22 00:22:50,created,online,cod
267,297,8,2024-07-23 18:26:47,paid,store,upi
268,921,7,2024-09-20 00:20:12,delivered,store,card
269,119,12,2025-04-30 16:38:56,shipped,store,card
270,326,7,2024-03-19 18:45:55,created,store,upi
271,302,3,2025-05-03 06:55:25,delivered,online,upi
272,370,1,2024-06-29 05:41:09,shipped,online,card
273,952,6,2025-05-16 13:38:07,cancelled,online,card
274,604,3,2025-07-10 11:07:18,paid,online,upi
275,477,1,2025-01-18 05:06:53,paid,online,card
276,367,3,2024-01-31 05:47:26,cancelled,store,upi
277,29,2,2024-09-29 05:43:25,paid,store,card
278,1119,1,2024-03-14 14:29:56,delivered,online,card
279,165,7,2024-07-17 14:56:49,created,online,card
280,68,5,2025-08-20 06:13:11,paid,online,card
281,573,7,2025-08-14 07:54:07,delivered,online,upi
282,909,7,2024-09-04 17:00:34,paid,online,upi
283,666,5,2024-03-03 05:56:22,shipped,online,netbanking
284,666,2,2024-08-12 23:38:14,paid,store,netbanking
285,1011,3,2025-07-07 02:10:57,shipped,store,card
286,98,5,2025-07-30 13:03:08,delivered,store,card
287,679,3,2025-04-09 05:35:41,paid,store,upi
288,543,10,2025-08-23 11:01:28,delivered,online,upi
289,618,1,2025-03-04 23:31:23,delivered,store,card
290,92,9,2024-01-11 21:45:59,paid,store,cod
291,96,3,2024-07-09 02:57:23,delivered,store,cod
292,488,10,2024-02-03 08:16:34,shipped,online,card
293,322,6,2024-07-16 07:13:11,created,online,card
294,84,3,2025-01-18 20:51:21,paid,store,card
295,464,6,2024-10-17 10:50:45,delivered,online,cod
296,1190,9,2025-07-21 17:18:44,delivered,online,upi
297,503,4,2024-06-15 09:54:15,paid,online,card
298,15,9,2024-01-28 11:36:47,delivered,store,card
299,259,5,2024-10-03 02:10:56,shipped,online,card
300,805,6,2024-05-17 01:07:09,paid,online,card
301,986,8,2024-11-12 18:23:17,paid,store,card
302,550,11,2024-04-05 18:13:57,paid,online,upi
303,272,3,2025-02-09 14:04:44,paid,online,card
304,821,3,2025-03-09 08:30:20,paid,store,upi
305,817,5,2025-01-27 03:57:57,paid,online,upi
306,247,8,2024-08-22 00:00:36,shipped,online,cod
307,551,6,2024-05-20 08:03:12,paid,online,card
308,472,6,2024-12-29 00:20:06,paid,store,card
309,1192,11,2024-04-17 09:15:42,delivered,online,card
310,945,11,2024-05-23 08:29:38,cancelled,online,upi
311,269,3,2024-04-05 16:34:15,delivered,online,upi
312,659,12,2025-07-06 03:37:11,delivered,store,card
313,1112,8,2025-05-19 01:27:31,shipped,store,card
314,428,4,2024-06-23 18:37:35,paid,online,cod
315,118,3,2024-12-14 14:45:34,delivered,store,card
316,1065,6,2025-05-30 11:47:33,shipped,store,upi
317,657,12,2025-03-23 22:50:30,paid,store,card
318,1041,5,2025-02-11 15:08:42,shipped,online,card
319,444,11,2024-11-22 23:23:05,delivered,online,upi
320,354,3,2024-12-24 00:48:06,shipped,online,upi
321,831,3,2024-11-03 14:11:35,paid,online,card
322,370,11,2024-01-14 02:54:10,delivered,online,card
323,589,10,2025-08-10 05:38:00,delivered,online,upi
324,808,3,2025-03-30 01:08:26,paid,online,cod
325,702,1,2025-08-17 11:27:12,paid,online,card
326,81,1,2024-08-25 19:04:03,delivered,online,card
327,760,4,2025-07-05 19:11:08,paid,store,card
328,456,7,2024-01-06 22:02:26,cancelled,store,card
329,996,11,2024-02-08 10:25:17,paid,store,upi
330,113,8,2025-03-22 04:25:18,paid,online,netbanking
331,22,1,2025-08-09 10:14:29,paid,online,card
332,872,11,2024-05-30 07:43:07,paid,store,card
333,841,2,2024-01-13 20:59:50,shipped,online,card
334,892,5,2024-05-20 06:45:06,paid,online,cod
335,239,12,2024-07-20 14:11:29,shipped,store,upi
336,977,7,2024-02-02 13:54:44,paid,online,card
337,93,5,2025-03-14 02:30:20,delivered,online,upi
338,41,2,2025-05-21 19:39:36,paid,online,card
339,346,5,2025-07-27 07:28:19,paid,online,upi
340,345,4,2024-10-02 11:27:49,paid,online,cod
341,1173,5,2025-04-04 18:48:00,paid,store,upi
342,758,12,2024-08-18 12:53:48,paid,online,card
343,958,3,2024-07-21 16:27:46,delivered,online,card
344,7,10,2024-12-13 07:32:55,paid,store,card
345,549,3,2024-04-03 12:46:17,paid,store,upi
346,67,10,2024-08-13 15:34:04,paid,online,card
347,841,12,2024-04-06 09:14:29,shipped,store,card
348,435,8,2024-02-22 12:46:24,paid,store,cod
349,720,7,2024-09-19 13:54:29,paid,store,upi
350,828,9,2024-03-09 11:42:19,delivered,online,card
351,1060,12,2025-08-07 01:03:09,shipped,store,card
352,226,1,2025-06-13 09:21:02,delivered,online,cod
353,789,1,2024-10-24 07:23:26,delivered,online,card
354,75,4,2024-09-10 14:17:58,paid,online,card
355,812,8,2025-03-26 21:13:01,delivered,online,upi
356,247,9,2024-05-18 05:47:11,paid,store,card
357,1177,11,2024-10-14 02:39:01,delivered,online,upi
358,883,6,2024-08-11 16:48:21,delivered,store,card
359,965,4,2025-08-09 13:13:19,delivered,online,upi
360,1032,8,2025-02-13 00:47:54,paid,store,card
361,45,11,2024-11-05 18:08:08,delivered,online,card
362,1149,7,2024-03-20 17:55:25,delivered,online,card
363,422,3,2024-03-03 02:25:48,paid,store,upi
364,31,8,2024-07-15 18:37:11,delivered,online,upi
365,1161,9,2024-06-12 15:07:35,paid,store,netbanking
366,418,4,2025-04-19 02:29:47,delivered,online,card
367,631,10,2024-09-25 05:25:37,paid,online,upi
368,1097,11,2024-08-28 02:43:49,paid,online,upi
369,40,2,2024-10-16 11:49:36,shipped,online,card
370,780,10,2024-07-02 02:39:21,delivered,online,card
371,530,10,2025-06-27 05:17:14,shipped,online,upi
372,503,1,2024-05-30 22:43:52,delivered,online,upi
373,849,8,2025-05-29 00:24:40,paid,online,upi
374,234,6,2025-06-24 18:55:48,delivered,store,card
375,518,10,2024-05-25 20:32:05,paid,online,card
376,95,2,2025-05-02 01:59:38,cancelled,online,card
377,914,1,2024-07-27 00:32:40,shipped,online,cod
378,135,8,2024-06-12 12:09:33,paid,store,upi
379,607,5,2025-06-23 10:48:01,delivered,online,card
380,1040,11,2025-08-16 10:36:11,shipped,online,card
381,155,7,2025-07-06 00:27:59,shipped,online,upi
382,789,2,2024-06-24 15:25:25,paid,online,upi
383,35,4,2024-05-02 14:03:40,delivered,online,netbanking
384,399,11,2024-09-27 08:17:13,paid,online,upi
385,377,11,2024-09-16 10:33:43,delivered,online,card
386,366,1,2024-10-29 21:59:42,paid,online,cod
387,441,7,2024-01-20 18:05:59,paid,online,card
388,19,3,2025-07-18 08:36:28,paid,store,upi
389,512,10,2025-01-20 20:48:28,created,store,card
390,769,6,2024-05-16 22:19:02,paid,online,upi
391,524,9,2024-03-22 22:34:52,paid,online,netbanking
392,34,4,2025-02-13 22:17:53,delivered,online,card
393,722,12,2025-08-06 14:31:15,shipped,online,upi
394,842,3,2024-07-21 04:14:27,created,online,card
395,1084,7,2024-10-17 18:04:08,paid,online,cod
396,357,3,2024-02-21 08:11:38,shipped,online,netbanking
397,1155,10,2024-05-11 00:24:26,paid,store,netbanking
398,1166,10,2025-02-21 05:12:57,paid,online,upi
399,317,10,2025-07-15 07:13:20,delivered,store,cod
400,819,9,2025-06-11 14:45:31,shipped,online,netbanking
401,889,1,2024-11-04 03:15:16,shipped,online,netbanking
402,516,10,2024-09-09 03:20:12,shipped,store,netbanking
403,174,3,2024-05-09 12:00:01,created,online,card
404,956,7,2024-05-30 19:46:47,delivered,store,card
405,465,1,2024-10-18 23:59:36,paid,online,card
406,1058,10,2025-05-22 10:09:57,shipped,online,card
407,1107,7,2024-12-01 21:24:19,paid,store,netbanking
408,278,5,2024-01-12 10:39:45,shipped,online,card
409,690,4,2024-02-01 18:59:31,cancelled,online,netbanking
410,210,10,2024-09-24 17:57:39,paid,store,upi
411,1117,1,2025-01-13 12:34:08,delivered,online,upi
412,504,11,2024-01-03 14:39:26,paid,store,card
413,683,8,2024-06-05 20:58:46,shipped,store,cod
414,14,5,2024-09-10 09:31:16,paid,online,card
415,149,11,2024-07-17 15:42:39,paid,online,card
416,1017,8,2025-05-22 06:41:10,paid,store,card
417,463,7,2024-03-29 18:48:42,paid,online,upi
418,1196,10,2024-03-13 18:12:33,shipped,online,card
419,611,12,2024-07-07 09:54:19,paid,online,upi
420,1,5,2025-05-20 13:01:28,delivered,online,cod
421,462,6,2024-03-08 00:44:53,shipped,online,upi
422,147,8,2024-02-04 22:35:54,delivered,online,card
423,490,11,2024-06-19 17:37:22,paid,online,card
424,524,1,2024-03-16 17:50:22,shipped,online,upi
425,162,12,2024-04-07 10:57:53,shipped,online,cod
426,804,11,2025-01-09 07:38:42,paid,online,upi
427,969,1,2024-02-21 09:00:37,paid,store,card
428,638,6,2024-11-15 03:34:17,cancelled,store,card
429,1119,3,2024-07-01 02:51:34,created,online,card
430,329,12,2024-02-10 07:32:23,delivered,online,card
431,571,11,2024-01-22 21:28:34,shipped,online,card
432,693,2,2025-01-26 09:44:27,delivered,online,card
433,485,6,2025-03-03 04:12:03,delivered,online,card
434,540,1,2025-05-30 16:57:03,delivered,store,card
435,1036,12,2025-07-25 15:02:38,paid,store,upi
436,190,9,2024-10-15 07:05:05,paid,store,card
437,799,7,2024-04-12 03:21:34,paid,online,card
438,334,7,2024-09-03 05:42:07,paid,online,card
439,932,11,2024-06-11 04:01:20,paid,store,upi
440,975,8,2024-10-06 11:45:17,paid,store,netbanking
441,117,9,2024-05-20 20:57:12,paid,store,card
442,151,10,2025-08-09 10:46:15,shipped,online,upi
443,794,7,2024-05-15 13:11:15,paid,store,card
444,6,6,2024-08-25 00:08:47,paid,store,card
445,266,6,2025-05-12 17:58:28,created,store,upi
446,100,6,2024-02-23 12:15:02,paid,online,cod
447,760,1,2024-05-12 23:33:56,shipped,online,card
448,17,10,2025-07-12 18:07:00,delivered,online,upi
449,338,1,2024-08-30 20:01:09,paid,online,card
450,324,12,2024-07-23 14:48:23,shipped,online,card
451,230,10,2024-07-10 12:02:03,shipped,online,card
452,950,6,2025-05-19 09:42:20,paid,online,upi
453,281,1,2024-11-22 09:47:35,cancelled,online,card
454,675,4,2025-06-10 02:07:35,created,online,upi
455,798,6,2024-12-24 16:13:18,delivered,store,upi
456,816,7,2024-06-09 05:38:50,delivered,online,card
457,1014,1,2024-11-18 22:26:24,created,store,card
458,861,3,2024-11-13 17:27:01,paid,online,cod
459,316,7,2025-02-19 00:08:12,paid,store,card
460,748,1,2024-03-13 11:12:43,created,online,upi
461,185,7,2025-05-23 03:20:27,paid,online,upi
462,765,3,2024-07-02 08:19:04,paid,online,card
463,1162,5,2024-02-27 22:24:16,delivered,online,card
464,656,12,2025-04-23 18:03:20,delivered,online,netbanking
465,164,11,2025-06-21 20:36:34,paid,store,netbanking
466,829,10,2024-08-07 13:21:24,delivered,online,card
467,661,12,2025-05-21 08:40:42,shipped,online,netbanking
468,767,11,2025-04-24 01:49:11,cancelled,store,upi
469,971,12,2024-03-31 17:16:15,delivered,store,card
470,381,3,2024-01-27 19:23:27,shipped,online,cod
471,295,12,2025-05-05 06:50:43,paid,online,cod
472,593,5,2024-02-10 05:55:35,delivered,online,upi
473,809,8,2025-01-20 19:55:37,delivered,online,card
474,485,10,2024-06-12 07:46:34,delivered,online,card
475,489,11,2024-07-05 00:36:06,paid,store,card
476,387,4,2024-06-28 16:17:18,paid,store,card
477,145,10,2025-08-28 16:09:56,shipped,store,card
478,658,2,2024-12-02 08:44:21,paid,online,netbanking
479,907,6,2025-03-22 18:44:38,shipped,online,netbanking
480,255,1,2024-01-04 22:53:25,delivered,store,card
481,317,3,2025-03-18 20:46:49,paid,online,card
482,957,4,2024-07-27 02:26:56,delivered,online,card
483,816,7,2024-11-01 23:30:01,delivered,online,card
484,741,1,2024-08-31 12:51:02,paid,online,upi
485,624,3,2024-10-21 02:46:52,created,online,upi
486,110,3,2025-05-22 08:01:43,shipped,online,upi
487,752,9,2024-06-20 13:29:26,paid,online,card
488,881,3,2024-01-15 01:15:45,paid,store,upi
489,731,11,2025-02-17 08:26:46,paid,online,card
490,995,11,2025-08-23 06:06:33,delivered,store,upi
491,1169,11,2025-05-11 23:36:53,shipped,online,netbanking
492,159,5,2025-06-02 13:02:37,delivered,store,cod
493,30,5,2024-07-31 04:52:26,delivered,online,card
494,270,12,2024-08-15 18:16:57,paid,online,card
495,1123,10,2025-06-30 20:04:42,delivered,online,upi
496,1152,6,2024-08-21 08:01:00,delivered,online,card
497,335,3,2024-07-16 18:33:45,delivered,store,card
498,331,6,2025-02-11 22:29:47,shipped,online,cod
499,1027,9,2024-05-24 04:13:28,shipped,online,card
500,676,11,2025-07-13 09:04:24,shipped,online,card
501,410,12,2024-09-18 18:41:23,paid,online,netbanking
502,1099,5,2025-02-04 00:48:43,paid,online,card
503,552,10,2025-01-31 06:56:43,shipped,store,cod
504,911,3,2024-07-25 12:51:07,paid,online,upi
505,289,7,2024-03-26 12:25:08,created,online,card
506,653,12,2025-04-05 21:32:26,cancelled,online,upi
507,1071,7,2024-11-26 10:48:48,paid,online,card
508,353,5,2025-04-26 13:17:00,created,online,card
509,1068,7,2025-06-27 04:18:43,paid,online,card
510,523,6,2024-04-19 04:11:57,paid,online,card
